Artist and Title,Streams,Daily
Selena Gomez - People You Know,290426358,298295
Joji - Run,289228228,113448
Lil Uzi Vert - That Way,287960252,42500
Harry Nach - Tak Tiki Tak,287084429,59731
Ashe - Moral of the Story,286507735,133864
Oliver Tree - Alien Boy,286197457,43125
Bankrol Hayden - Costa Rica,285202160,55205
Selena Gomez - Rare,284925295,35552
Playboi Carti - ILoveUIHateU,284409523,372209
Lil Baby - Emotionally Scarred,284271197,120930
Jason Derulo - Love Not War (The Tampa Beat),283682874,65317
Bad Bunny - Que Malo,283653881,227846
SyKo - #BrooklynBloodPop!,282554100,134530
"Bizarrap - Nathy Peluso: Bzrp Music Sessions, Vol. 36",282474037,89724
Playboi Carti - Vamp Anthem,281148354,244073
Taylor Swift - gold rush,280946922,113601
Drake - Pain 1993,278785771,313779
Stellar - Ashes,278074165,182767
Bad Bunny - Pero Ya No,276358913,79750
HWASA - Maria,275748884,120680
Fousheé - deep end,275472556,45117
Eladio Carrion - 3 Am,274990929,259276
Jack Harlow - I WANNA SEE SOME ASS,274640904,87328
FINNEAS - Break My Heart Again,274131709,93333
The Kid LAROI - Diva,273230371,72151
Travis Scott - FRANCHISE,273068505,115354
Maverick Sabre - Slow Down,271824907,148214
Don Toliver - Cardigan,270442505,248219
Summer Walker - White Tee,270021623,159866
Marshmello - OK Not To Be OK,268766913,48664
Jawsh 685 - Savage Love (Laxed,268728269,67864
"Taylor Swift - no body, no crime",268620316,123821
Morgan Wallen - Somebody’s Problem,267895871,187544
Claire Rosinkranz - Backyard Boy,266858722,100694
El Fantasma - Palabra de Hombre,266496902,155015
Robin Schulz - All We Got,265410196,49280
Niall Horan - Black And White,265390871,61741
Feid - PORFA,265031138,48887
Diego & Victor Hugo - Facas,264920640,57690
Grupo Menos É Mais - Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer,264888847,124619
Dua Lipa - Pretty Please,264145411,106739
Taylor Swift - ‘tis the damn season,262179894,121549
Yuuri - ドライフラワー,262033470,111210
Kofs - Bande organisée,261519130,123686
Thundercat - Funny Thing,261390111,292849
13 Organisé - Bande organisée,261388619,117260
Cali Y El Dandee - Nada,261387896,65263
Milly - No Te Enamores,260967490,49783
Megan Thee Stallion - Girls in the Hood,260817841,92865
Twenty One Pilots - Level of Concern,260362027,83652
Lauv - The Other,259228473,18844
A Boogie Wit da Hoodie - Me and My Guitar,258736814,103348
BTS - Blue & Grey,257921060,53865
Juicy Luicy - Lantas,257615678,239307
BTS - My Time,256973727,63964
Lil Tecca - Out Of Love,255965302,151274
Conan Gray - Wish You Were Sober,255444489,140365
Studio Killers - Jenny (I Wanna Ruin Our Friendship),255080649,97305
Christian Nodal - Dime Cómo Quieres,254425293,120798
Kygo - What's Love Got to Do with It,252300008,100642
Jack Harlow - Way Out,252294426,61590
Lil Baby - The Bigger Picture,251559508,60869
Marília Mendonça - Graveto,251357527,66148
Madrigal - Seni Dert Etmeler,250776000,158071
Brent Faiyaz - Been Away,250711866,343213
24kGoldn - Mood,250646656,47408
Bad Bunny - BYE ME FUI,250317719,55565
SZA - Hit Different,250248271,115130
Ovy On The Drums - Inolvidable,249778923,144971
Internet Money - Blastoff,248905367,49790
Henrique & Juliano - Volta Por Baixo,248214015,72241
Os Barões Da Pisadinha - Recairei,247990366,39808
Nicky Jam - Polvo,246563660,38585
Alok - Don't Say Goodbye,246194381,90069
Nelly - Lil Bit,245518405,118051
MAX - Blueberry Eyes,245391583,63569
Justin Bieber - Forever,245323367,74844
Diplo - Lonely,244364909,19426
Los Dos Carnales - El Envidioso,242346345,143607
Bad Bunny - TE DESEO LO MEJOR,242125208,98851
BTS - Stay Gold,242081458,45570
Jhené Aiko - B.S.,241863833,105029
Justin Quiles - PAM,241320322,37016
iann dior - Sick and Tired,241036024,67137
GANGGA - Blue Jeans,240545676,124460
Juice WRLD - Blood On My Jeans,240483368,73936
NOBITA - Ikaw Lang,240401025,260100
Khruangbin - Texas Sun,240231007,228824
Myke Towers - Explícito,239983272,90362
Saweetie - Tap In,239849152,97266
Maluma - Madrid,239319125,104069
Trippie Redd - Excitement,238123739,142257
VINAI - Rise Up,237602250,85496
BTS - 00:00 (Zero O'Clock),237588645,93290
"Jeremy Zucker - always, i'll care",237532627,85830
Anuel AA - Keii,236298620,58844
Bad Bunny - 25/8,236291745,103017
The Neighbourhood - Stargazing,236224444,120497
Kid Cudi - Tequila Shots,235963642,80892
KHEA - Ayer Me Llamó Mi Ex,235858771,81148
Little Mix - Sweet Melody,235596417,50702
Stray Kids - Back Door,235200083,130969
Doja Cat - Say So,235147705,26099
Ed Sheeran - Visiting Hours,235087884,90611
BLACKPINK - Love To Hate Me,234983287,102646
K/DA - MORE,234287290,90949
Wizkid - Essence,234094084,186630
Russ - BEST ON EARTH,233281044,68369
Juice WRLD - Reminds Me Of You,233190605,71486
A Boogie Wit da Hoodie - Secrets,233163959,274015
Los Elegantes de Jerez - Tú,232836405,132341
Migrantes - Si Me Tomo Una Cerveza,231741595,54851
Bad Bunny - ANTES QUE SE ACABE,231676992,86185
Jesse & Joy - Te Esperé,231656255,206311
Jhayco - Medusa,231475235,60423
Doja Cat - Freak,231414427,84991
BTS - Friends,231016974,64127
Pop Smoke - Gangstas,230654805,99480
The Neighbourhood - Pretty Boy,230046438,213398
Bad Bunny - PA' ROMPERLA,229931844,57529
aespa - Black Mamba,229435370,145977
Lil Baby - Low Down,229133208,310973
JVLA - Such a Whore (Stellular Remix),228353679,84136
Ed Sheeran - Celestial,228339197,121204
WEEDMANE - SUICIDE YEAR,228306763,125227
Yung Bleu - You're Mines Still,228024147,114296
H.E.R. - Slide (Remix),227718072,70295
Sista Prod - Eyes Blue Like The Atlantic,227479529,55063
ITZY - Not Shy,226674802,92416
Arcángel - Sigues Con El,226618230,47012
Tate McRae - stupid,226256606,57337
Kygo - Like It Is,225586747,35763
Juice WRLD - Tell Me U Luv Me,224325218,43074
BTS - We are Bulletproof : the Eternal,224048014,65055
Rod Wave - Rags2Riches 2,224021528,87201
Justin Morales - Desde Morro,223682369,82473
BLACKPINK - Crazy Over You,223151311,127752
Juice WRLD - Man Of The Year,222808085,72406
Pop Smoke - Something Special,222019804,73427
BTS - Telepathy,221956719,62503
Lil Yachty - Oprah's Bank Account,221806935,32622
Banda MS de Sergio Lizárraga - La Casita,221428461,114134
All Time Low - Monsters,221410397,118986
Norah Jones - Turn Me On,221372850,135461
Joji - Like You Do,221079678,147437
Joel Corry - Lonely,220936513,30548
Zé Neto & Cristiano - Alô Ambev (Segue Sua Vida),220601197,39391
David Guetta - Let’s Love,220592344,47005
"Yasser Desai - Dil Ko Karaar Aaya (From ""Sukoon"")",220490996,147434
Lil Eazzyy - Onna Come Up,220340434,94657
RØNIN - ALL GIRLS ARE THE SAME,219814909,49527
Giveon - Stuck On You,219515195,132609
For Revenge - Serana,219376857,313558
Jay Wheeler - La Curiosidad,218773995,51940
Bad Bunny - Hablamos Mañana,218343398,111849
Katy Perry - Daisies,217659639,25151
Ava Max - Who's Laughing Now,216408982,71386
Martin Garrix - Drown,216299306,43596
Kid Cudi - Show Out,216107729,51914
"Wesley Safadão - Ele É Ele, Eu Sou Eu",215966630,20024
Ghostemane - Fed Up,214820740,123704
Don Toliver - Had Enough,214416505,89920
Justin Quiles - Ponte Pa' Mi,213629050,112499
blackbear - me & ur ghost,213510707,32048
Taylor Swift - ivy,213105808,105640
Kygo - Freedom,213086102,38788
Anuel AA - Reggaetonera,212795056,41648
Russ - CIVIL WAR,212190782,27317
Prince Royce - Carita de Inocente,212106620,81354
MASN - Psycho!,211461422,24885
Tyla Yaweh - Tommy Lee,210317081,27667
Taylor Swift - evermore,210027852,109987
TWICE - CRY FOR ME,209664645,108640
Keith Urban - One Too Many,209537935,65202
Taylor Swift - mad woman,208634049,93842
Bad Bunny - Está Cabrón Ser Yo,208160782,87498
Carly Pearce - I Hope You’re Happy Now,208016673,78532
Lee Brice - I Hope You're Happy Now,207938124,78524
Hugo & Guilherme - Coração Na Cama,207845049,44172
Taylor Swift - marjorie,207838192,168464
SR - Welcome To Brixton,207674891,83495
Jesse & Joy - Tanto,207405539,122264
Victor Leksell - Svag,207399498,53915
YOASOBI - たぶん,206978439,117930
TOMORROW X TOGETHER - Blue Hour,206930352,86460
BTS - Moon,206603184,70604
Central Cee - Day in the Life,206513737,97008
Dalex - +Linda,206373180,43002
TWICE - MORE & MORE,206247797,64879
Wilbur Soot - Your New Boyfriend,206042185,21156
Madison Beer - Good In Goodbye,206014187,120631
Calvin Harris - Over Now,205726056,61486
Megan Thee Stallion - Cry Baby,205505530,64883
Ken Carson - Yale,204803484,377325
Taylor Swift - peace,204141935,96726
Sam Smith - I'm Ready,203921836,16739
Polo G - I Know,203863585,100936
VK Blanka - Black Catcher,202995064,96118
Masego - Mystery Lady,202513724,159142
Joji - Daylight,202227240,69176
carolesdaughter - Violent,202199642,63951
wave to earth - seasons,201060440,557675
Rauw Alejandro - Ponte Pa' Mi,200982911,229855
Sia - Together,200878735,28215
Ariana Grande - just like magic,200773128,83701
Drake - Not You Too,200245766,223203
Danna Paola - No Bailes Sola,200164221,34004
Juice WRLD - Up Up And Away,199961999,63561
Conkarah - Banana,199398701,28156
Alesso - Midnight,199345251,17755
Pop Smoke - Enjoy Yourself,198535415,61259
Octavian - Papi Chulo,197588384,50682
Juice WRLD - Bad Energy,197109395,50474
Kygo - I'll Wait,196978468,49395
K/DA - THE BADDEST,196978045,68735
Megan Thee Stallion - Captain Hook,196499980,57659
Lyanno - En Tu Cuerpo,194911812,57463
Lil Baby - Heatin Up,194738851,88535
K/DA - VILLAIN,194707939,133222
Alicia Keys - Underdog,194659913,46324
Lefty Sm - Por Mi México,193993349,114193
Lil Uzi Vert - Baby Pluto,193871537,47101
Niall Horan - No Judgement,193364153,27525
Jack Harlow - Already Best Friends,192868386,63356
Aitch - Rain,192636622,50035
Piso 21 - Más De La Una,192549209,24101
Rauw Alejandro - Fantasias,192363795,31625
Taylor Swift - long story short,192340898,99753
Bad Bunny - LA DROGA,191893128,111945
Tommy Boysen - Hookah & Sheridan's,191287971,54635
SUPER-Hi - Following the Sun,191271064,178502
Lauv - Tattoos Together,191269296,29706
Noah Cyrus - Lonely,191086842,61870
BTS - Louder than bombs,191083349,61753
BLACKPINK - Bet You Wanna,190483453,55591
Bring Me The Horizon - Kingslayer,190298779,251074
Anitta - Me Gusta,190178271,33623
Bad Bunny - YO VISTO ASÍ,189817229,43190
Sub Urban - Freak,189194815,105211
League of Legends - Warriors,189119968,88392
DJ Scheme - E-ER,188845116,109372
Rauw Alejandro - Dile a El,188833717,231697
Why Don't We - Fallin’ (Adrenaline),188738556,52805
Vaundy - Kaiju no Hanauta,188592943,226289
Bad Bunny - SORRY PAPI,188214903,83498
Pop Smoke - Shake The Room,187312748,56248
BTS - Stay,187138502,44102
Bad Bunny - <3,187116832,81378
Paul Woolford - Looking For Me,186849989,61590
Dilsinho - Sogra,186734148,65454
BTS - Your eyes tell,186620726,38932
$NOT - Moon & Stars,186089623,39490
Pashanim - Airwaves,185837275,88963
Rauw Alejandro - De Cora <3,185481637,32012
Os Barões Da Pisadinha - Basta Você Me Ligar,185237196,27560
Royal & the Serpent - overwhelmed,185144040,70518
The Weeknd - Hardest To Love,184689610,62065
BTS - Inner Child,184490276,57112
Hungria - Amor e Fé,184443394,119349
Jhené Aiko - P*$$Y Fairy (OTW),184101054,95489
Morat - Bajo La Mesa,183998837,79372
Imanbek - Goodbye,183958251,49355
Lil Uzi Vert - Silly Watch,183799864,111914
BTS - UGH!,183786136,59858
The Weeknd - Faith,183680156,78330
Lil Baby - Grace,183230122,161596
Bad Bunny - BAD CON NICKY,182985545,36072
Playboi Carti - New Tank,182640140,292545
A Boogie Wit da Hoodie - Numbers,182360833,38893
BTS - Dis-ease,182337360,42886
Luke Bryan - One Margarita,182096845,90859
Taylor Swift - cowboy like me,182090009,97256
Taylor Swift - happiness,182089845,77887
Ayushmann Khurrana - Mere Liye Tum Kaafi Ho,181950058,179694
Matuê - Máquina do Tempo,181894952,158130
Taylor Swift - hoax,181891436,86261
Myke Towers - Tú,181706038,176236
Demi Lovato - I Love Me,181651423,17928
MC Hariel - Maçã Verde,181546553,80564
Lunay - La Cama (Remix),181408654,30345
Ado - うっせぇわ,181302771,178976
Papu DJ - L-Gante: RKT SESSIONS #1,181233727,62206
BTS - Fly To My Room,180804430,31460
Junior H - Dias Nublados,180629718,200778
Taylor Swift - epiphany,180411685,75807
Ariana Grande - safety net,180374971,85280
Flume - The Difference,180045527,111328
LiSA - 炎,179798259,50523
Morgan Wallen - Still Goin Down,179519726,102890
Rauw Alejandro - Enchule,179377802,48880
Lennon Stella - Summer Feelings,179323919,31146
The Kid LAROI - TELL ME WHY,179232875,26040
Ed Sheeran - The Joker And The Queen,178641309,112718
girl in red - midnight love,178584817,86582
Guilherme & Benuto - 3 Batidas,178489191,40836
Grupo Ensamble - Tus Jefes No Me Quieren,178478250,118317
Bring Me The Horizon - Parasite Eve,178123897,108316
Reik - La Bella y la Bestia,178113653,93404
The Weeknd - Escape From LA,177739532,67791
ENHYPEN - Given-Taken,177620119,135629
The Weeknd - Alone Again,177159806,67457
Chloe x Halle - Do It,176766383,44951
Lil Uzi Vert - Yessirskiii,176308945,63714
Bazzi - Young & Alive,176257731,26534
The Weeknd - Too Late,176025538,63521
Juice WRLD - Titanic,176010014,47209
Taylor Swift - coney island,175729829,76197
Matheus & Kauan - Litrão,175569858,35579
