Artist and Title,Streams,Daily
Harry Styles - Golden,899994887,351482
Mustard - Ballin',896328965,249280
Gesaffelstein - Lost in the Fire,870451152,581856
Taylor Swift - ME!,847662875,278411
Polo G - Pop Out,846477721,275046
Billie Eilish - you should see me in a crown,846173430,327428
CKay - love nwantiti (ah ah ah),838604294,364575
DJ Snake - Loco Contigo,813477964,220606
DaBaby - BOP,812060214,219915
Wallows - Are You Bored Yet?,811280528,658391
BLACKPINK - Kill This Love,807111591,310743
Ariana Grande - boyfriend,794730349,301980
J Balvin - QUE PRETENDES,790686077,352540
Labrinth - Formula,787655919,1179365
Dhruv - double take,784776860,608167
Lewis Capaldi - Hold Me While You Wait,777822121,331932
Billie Eilish - wish you were gay,777051554,203232
ROSALÍA - Con Altura,763422358,181548
Ed Sheeran - South of the Border,757715449,178203
Avicii - SOS,756073184,181208
Olivia Rodrigo - All I Want,752574871,462428
Anuel AA - Secreto,750630629,199412
Eyedress - Jealous,745985703,979828
Ellie Goulding - Hate Me,743327018,313603
Ashe - Moral of the Story,743124541,512823
Paulo Londra - Tal Vez,741129968,229374
New West - Those Eyes,738805042,1053281
Lil Nas X - Panini,737157586,112793
Taylor Swift - The Man,736365704,527116
Julia Michaels - What A Time,726398000,298139
Sub Urban - Cradles,722705550,316629
Young Thug - The London,722298267,132267
Lil Tjay - F.N,720557891,266143
Mustard - Pure Water,719377381,182102
Maluma - 11 PM,712031671,172934
Dalex - Pa Mí,708289960,155967
Clairo - Sofia,708279704,418936
Reik - Me Niego,700965836,179514
Tainy - Adicto,699790582,257249
JACKBOYS - OUT WEST,698442427,275869
Dalex - Hola,697671975,248094
Camila Cabello - My Oh My,694050377,245582
Sech - Otro Trago,688486083,110697
Katy Perry - Never Really Over,684603048,124497
Harry Styles - Lights Up,675224143,105593
Marshmello - Here With Me,669367625,176033
5 Seconds of Summer - Teeth,665357800,384871
Calvin Harris - Giant,664319034,138477
Lana Del Rey - Doin' Time,657328548,547636
Rauw Alejandro - Fantasias,655809763,193364
Baby Keem - ORANGE SODA,655612222,486978
Alan Walker - On My Way,654539769,294195
Labrinth - Still Don't Know My Name,649786574,274302
Yot Club - YKWIM?,649784905,587339
DaBaby - Suge,643496887,88297
Martin Garrix - Summer Days,642942883,146922
R3HAB - All Around The World (La La La),640824369,364976
Taylor Swift - Paper Rings,630634930,384832
Billie Eilish - all the good girls go to hell,629453724,234390
Sam Fischer - This City,626343935,170987
The Chainsmokers - Takeaway,625911238,119520
OneRepublic - Rescue Me,614485437,196575
Post Malone - Take What You Want,611588766,255144
Maluma - HP,609468745,113134
The Chainsmokers - Call You Mine,608182395,87606
Joji - Sanctuary,604547777,267275
Rels B - A Mí,601655622,811246
"Tyler, The Creator - NEW MAGIC WAND",596583487,620778
Labrinth - Mount Everest,594391966,516610
Camilo - Tutu,588441832,133004
"Alan Walker - Alone, Pt. II",587972026,346489
Bazzi - I.F.L.Y.,586394872,171369
Dayglow - Can I Call You Tonight?,582065254,310207
Bazzi - Paradise,580552382,128448
Sam Feldt - Post Malone,578989277,89353
Arcángel - Sigues Con El,577567078,111414
YOASOBI - 夜に駆ける,575774922,282731
Kehlani - Nights Like This,571589786,299509
NF - The Search,567947016,338253
"ROSALÍA - Yo x Ti, Tu x Mi",566286556,154046
YNW Melly - Suicidal,564654874,169232
Ghost - Mary On A Cross,563291000,574451
Sebastian Yatra - Un Año,562965459,255921
Ava Max - So Am I,562478893,110506
Rauw Alejandro - El Efecto,561295523,420528
Sasha Alex Sloan - Dancing With Your Ghost,559863247,314516
Jeremy Zucker - you were good to me,559799148,147647
Sia - Thunderclouds,552637772,120382
PUBLIC - Make You Mine,550265272,185533
Sech - Otro Trago,549579229,108436
Sia - Genius,548593220,267251
DJ Luian - Verte Ir,545882380,123715
Nicky Jam - Te Robaré,543839437,90086
James Arthur - Car's Outside,543799016,856415
J Balvin - UN PESO,543736948,323953
Post Malone - Hollywood's Bleeding,543324579,284203
Billie Eilish - listen before i go,542728855,274949
The Chainsmokers - Who Do You Love,541071911,74236
Cardi B - Please Me,538940898,271205
Marshmello - One Thing Right,538460005,141950
Lil Tecca - Love Me,534407524,307531
Roddy Ricch - High Fashion,531868592,94953
Dave - Location,528495365,269791
SHAED - Trampoline,527945108,142844
Lizzo - Juice,526161100,123896
Luke Combs - Beer Never Broke My Heart,525655148,501972
NLE Choppa - Camelot,524809542,280459
Logic - Homicide,519959391,140328
Labrinth - All For Us,518698829,296862
James Arthur - Falling Like The Stars,516989674,168196
Quality Control - Baby (Lil Baby feat. DaBaby),511957902,289097
Katy Perry - Harleys In Hawaii,506886630,295269
BROCKHAMPTON - SUGAR,503395559,99289
Doja Cat - Like That,503206379,176232
Jonas Brothers - Only Human,502588946,152737
Christian Nodal - De Los Besos Que Te Di,502286812,310768
Myke Towers - Si Se Da,501850702,221304
Billie Eilish - my strange addiction,500615585,193262
Andy Grammer - Don't Give Up On Me,500420436,179476
Reik - Amigos Con Derechos,497030426,135655
Camila Cabello - Shameless,495878296,789465
Juice WRLD - Let Me Know (I Wonder Why Freestyle),489075218,303925
mgk - I Think I'm OKAY,489014518,136630
Lana Del Rey - Cinnamon Girl,486391435,736115
Camila Cabello - Liar,486347152,70207
Lauv - lonely,485280860,54758
Calibre 50 - Si Te Pudiera Mentir,485074398,246257
Liana Flores - rises the moon,481022021,589381
Harry Styles - Fine Line,478753999,320735
YNW Melly - 223's,478243380,142804
Clairo - Bubble Gum,477859781,271257
Lil Uzi Vert - Sanguine Paradise,475219850,98110
SLANDER - Love Is Gone,471336194,327129
TWICE - FANCY,465927791,209151
Red Velvet - Psycho,463403835,212617
Ozuna - Baila Baila Baila,460672785,181416
Zach Bryan - Heading South,459886466,939496
Mac DeMarco - Heart To Heart,458370631,785868
Billie Eilish - xanny,457946318,140446
Maren Morris - The Bones,457381543,97107
Post Malone - Saint-Tropez,454816340,98305
Rex Orange County - Pluto Projector,454295868,264094
Kaash Paige - Love Songs,451623100,559393
Post Malone - Enemies,450372459,75629
24kGoldn - VALENTINO,450118590,122346
Rich Music LTD - Quizas,449032897,168047
Rammstein - Deutschland,446170265,292234
Morgan Wallen - Cover Me Up,445446636,232744
NIKI - lowkey,442260740,271749
Frank Ocean - In My Room,438387145,256359
"Tyler, The Creator - ARE WE STILL FRIENDS?",436028486,596912
Sech - Que Mas Pues,435064923,102695
H.E.R. - Could've Been,433865044,308420
Baby Keem - HONEST,430355142,354989
DaBaby - VIBEZ,429603546,64384
Tiësto - Ritual,428952023,102684
Lil Tecca - Did It Again,428888794,247556
Summer Walker - Playing Games,427323838,381177
Pamungkas - To the Bone,425391483,332513
P!nk - Walk Me Home,424841711,88926
Carin Leon - Me la Avente,422798670,226167
LiSA - 紅蓮華,420932058,178225
YNW Melly - Mixed Personalities,419148402,84322
Lil Tecca - Ransom,419108780,152278
Young Thug - Hot (Remix) [feat. Gunna and Travis Scott],418828990,202616
Lil Mosey - Stuck In A Dream,418632841,86283
Old Dominion - One Man Band,415889888,402539
Lil Baby - Woah,415236701,116271
Billie Eilish - ilomilo,414486270,202607
Tyga - Ayy Macarena,413899977,85951
Lenin Ramírez - Yo Ya No Vuelvo Contigo,412139011,137743
Dalex - Cuaderno,410488529,118521
JACKBOYS - GATTI,408000970,181062
Kanye West - Follow God,407828765,214383
Doja Cat - Rules,407045683,183653
Hozier - Almost (Sweet Music),406224424,453899
Apache 207 - Roller,404448959,109623
24kGoldn - CITY OF ANGELS,401937182,105494
Lil Tjay - Sex Sounds,401194393,344182
Natalie Taylor - Surrender,400563781,115606
Dean Lewis - Half A Man,400473739,218272
Lil Skies - I,398793101,76737
Dermot Kennedy - Power Over Me,397246793,187888
"Tyler, The Creator - GONE, GONE / THANK YOU",395886019,273796
Riton - Turn Me On,394424156,116355
Ed Sheeran - Cross Me,394025560,44558
Junior H - Ella,393345843,242352
Natanael Cano - Amor Tumbado,393112635,425313
YoungBoy Never Broke Again - Make No Sense,392290099,198682
Gabby Barrett - I Hope,391777302,163570
Tones And I - Never Seen the Rain,389504151,63142
Charlie Puth - Cheating on You,388270083,212427
Feid - PORFA,388184723,178778
Taylor Swift - The Archer,387048589,320176
Florida Georgia Line - Simple,385087836,136091
Ava Max - Salt,383989784,85687
Young Thug - Hot,382569093,92184
Saweetie - My Type,381338041,214742
Reik - Indeciso,381183716,98131
Taylor Swift - Daylight,377321478,446750
Alex Rose - Jangueo,374756942,74995
KEVIN ROLDAN - HASTA ABAJO,374510643,142430
Haze - Piensan,373034872,359630
Daddy Yankee - Que Tire Pa Lante,372971506,62547
Joyner Lucas - Isis,372888489,109175
Normani - Motivation,372858375,85077
Kevin Kaarl - Vámonos a Marte,372830338,261369
Taylor Swift - Afterglow,372083250,227855
Giveon - Like I Want You,370643784,265124
Billie Eilish - bad guy,370100238,54403
Lil Peep - white tee,369354683,340982
Drake - Trust Issues,368281880,431176
iann dior - emotions,368257986,112509
Vierre Cloud - moment,367636798,278627
Ariana Grande - Don’t Call Me Angel (Charlie’s Angels),365853666,112233
Taylor Swift - Miss Americana & The Heartbreak Prince,361854168,313646
Sean Paul - Contra La Pared,361369045,77820
Blake Shelton - God's Country,360114379,154389
MEDUZA - Piece Of Your Heart,359876717,173659
Doja Cat - Juicy,358808916,114309
Aya Nakamura - Djadja,358274321,48615
Peach Tree Rascals - Mariposa,356697900,109698
Stormzy - Vossi Bop,356083961,90281
Bruno Major - Nothing,355818456,208629
Kevin Kaarl - San Lucas,354966479,322705
TWICE - Feel Special,354441193,146686
benny blanco - Graduation,354210436,79313
Eladio Carrion - Kemba Walker,353768759,235416
Bakar - Hell N Back,353179492,640471
Aaron May - Let Go,348354833,445032
Taylor Swift - All Of The Girls You Loved Before,348164939,277916
Miley Cyrus - Slide Away,347952562,69591
DaBaby - TOES,346506980,75893
Polo G - Through Da Storm,346092764,114631
iKON - LOVE SCENARIO,345872707,113523
NF - When I Grow Up,345788446,156744
Luke Combs - Better Together,345450481,357004
Trippie Redd - The Grinch,344329487,220783
Stormzy - Own It,344190711,83404
Dreamville - Under The Sun,343601556,168441
Blanco Brown - The Git Up,343141087,69457
Endor - Pump It Up,342431486,200540
Danna Paola - Mala Fama,342148266,117302
"benny blanco - I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",342065926,38275
Falling In Reverse - Popular Monster,340867968,235474
Los Ángeles Azules - Amor A Primera Vista,338876108,149043
Harry Styles - Cherry,337533282,106613
ZAYN - A Whole New World (End Title),337416991,63054
Kevin Kaarl - Colapso,336892187,234403
Niall Horan - Nice To Meet Ya,335059852,72135
Post Malone - Die For Me,335053789,93092
YK Osiris - Worth It,334878980,124619
Alvaro Soler - La Cintura,334699299,66457
Tyler Childers - All Your'n,333572720,490431
Harry Styles - She,332154125,86090
Taylor Swift - I Forgot That You Existed,331957060,136349
NATTI NATASHA - La Mejor Versión de Mi,331669026,163557
"Arijit Singh - Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",330885239,316218
Rauw Alejandro - El Efecto,330357396,105215
Mustard - Baguettes in the Face,329923082,52375
YUNGBLUD - parents,329493872,122185
Sech - Si Te Vas,328405933,32212
Henrique & Juliano - Liberdade Provisória,328325255,172459
Lil Uzi Vert - Futsal Shuffle 2020,327680743,49807
Santa Fe Klan - Debo Entender,327005345,176595
Nicky Jam - Whine Up,325545665,37872
Doja Cat - Tia Tamera,325417136,158362
Ant Saunders - Yellow Hearts,324927163,31555
Mau y Ricky - La Boca,324755610,73283
Dermot Kennedy - Outnumbered,323142310,63691
Taylor Swift - Cornelia Street,322223302,192619
Taylor Swift - London Boy,321323901,207143
Lewis Capaldi - Forever,319323939,185219
BTS - Mikrokosmos,319242737,98741
LUM!X - Monster,317349496,137522
Labrinth - Forever,317281196,109181
Ellie Goulding - Sixteen,316422977,20894
Myke Towers - La Playa,315791854,159440
Lana Del Rey - Happiness is a butterfly,315736806,259493
Rod Wave - Heart On Ice,315681473,102857
iann dior - gone girl,315663174,47773
Myke Towers - Si Se Da,315021786,51160
Mabel - Mad Love,313752818,66687
Jax Jones - All Day And Night,311280777,108981
BTS - HOME,309502922,104900
Jorja Smith - Be Honest,309475550,121912
Justin Wellington - Iko Iko (My Bestie),309145459,110737
Sebastian Yatra - Cristina,308297536,116556
girl in red - bad idea!,308201080,180453
The Backseat Lovers - Kilby Girl,307859966,220303
Don Patricio - Contando Lunares,307691355,79898
Nio Garcia - Mírame,307586474,161358
J Balvin - Blanco,307234147,49315
Arcángel - Infeliz,306553806,106256
Duki - Goteo,306525440,141408
Lil Nas X - Rodeo,305282303,43739
Ruel - Painkiller,305158390,82095
Avicii - Heaven,305127564,59112
Miley Cyrus - Mother's Daughter,304815596,59785
"Vishal Mishra - Kaise Hua (From ""Kabir Singh"")",304616620,360504
KAROL G - Ocean,304116141,211729
Offset - Clout,303819291,60068
Junior H - Disfruto Lo Malo,303273095,233371
Billie Eilish - 8,303110831,95141
BTS - Make It Right,303088729,87901
Lunay - Aventura,302820628,70111
DaniLeigh - Easy,302786803,107540
Daddy Yankee - Si Supieras,301571419,125479
Tory Lanez - The Take,300970109,98452
Dalex - Bellaquita (Remix),299901502,66774
Mrs. GREEN APPLE - インフェルノ,299779533,242679
XXXTENTACION - bad vibes forever,299460862,191678
Jonas Blue - What I Like About You,298856287,23456
Tommee Profitt - In The End,298737247,109019
Santa Fe Klan - Te Ire A Buscar,298226686,170150
"Harry Styles - Sunflower, Vol. 6",297564602,80845
Why Don't We - Big Plans,297228558,35602
Paulo Londra - Por Eso Vine,297140723,88060
Why Don't We - What Am I,297067487,53012
"Kygo - Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",294914790,28790
A-Wall - Loverboy,294768027,139846
Clairo - Bags,293302752,323425
Post Malone - On The Road,292453893,83023
awfultune - i met sarah in the bathroom,291945318,131309
Sia - Audio,291352640,49178
Marshmello - Project Dreams,291213744,35218
Lana Del Rey - Norman fucking Rockwell,289842267,234038
BLACKPINK - Don't Know What To Do,289779409,111214
Cafuné - Tek It,289467703,440446
AnnenMayKantereit - Tom's Diner,287962062,180505
Manuel Turizo - Esclavo de Tus Besos,287651770,36981
"Tyler, The Creator - I THINK",286705953,212078
Virgoun - Selamat (Selamat Tinggal),286087265,299267
Beéle - Loco,286002508,229810
Slipknot - Unsainted,285990073,147756
Bea Miller - feel something,284308131,51635
TOKYO’S REVENGE - GOODMORNINGTOKYO!,284207085,56005
Young Thug - Bad Bad Bad,283854443,79688
Ir Sais - Dream Girl,283630439,126090
Diplo - On My Mind,283206365,109931
Taylor Swift - Lover (Remix) [feat. Shawn Mendes],283181050,109803
Danny Ocean - Swing,282872039,107140
Morgan Wallen - This Bar,282693734,166880
Lucky Luke - Cooler Than Me,281675305,83875
jagger finn - Vas,281619809,146056
Taylor Swift - Death By A Thousand Cuts,281301156,142433
Polo G - Chosen 1,281158130,138161
Cafuné - Tek It,280917306,728611
"A$AP Ferg - Dreams, Fairytales, Fantasies",280736687,220420
Halsey - Nightmare,280278451,63665
Cavetown - Juliet,279986050,158923
mxmtoon - prom dress,279795735,130460
Grupo Firme - El Güero (Feat. Marca MP),276749691,66935
Ed Sheeran - Best Part of Me,276146578,43263
mgk - Candy,275815995,65548
Luh Kel - Wrong,275680910,89422
Marília Mendonça - Supera,274512202,124241
Niall Horan - Put A Little Love On Me,274429482,92884
"Akhil - Duniyaa (From ""Luka Chuppi"")",274289644,245053
Greeicy - Destino,274122184,113593
Megan Thee Stallion - Hot Girl Summer,274019158,42377
Burna Boy - On the Low,272883815,150141
Lil Tjay - Leaked,271084650,96435
Taylor Swift - I Think He Knows,268900450,142264
Melanie Martinez - Teacher's Pet,266300884,350321
BTS - Dionysus,264666914,75134
Sebastian Yatra - Runaway,264564331,35191
Sonder - What You Heard,264173203,339189
BTS - Make It Right,264081750,53564
Megan Thee Stallion - Cash Shit,263151588,46067
Rich The Kid - Splashin,262390379,23003
MAMAMOO - HIP,261758429,96873
Pop Smoke - Welcome To The Party,261635794,90707
Darell - Velitas,261240337,112341
SoFaygo - Knock Knock,260582344,92951
Jack & Jack - No One Compares To You,259513391,20718
Wolfine - Escápate Conmigo,259458944,307793
NF - Time,259312136,100546
Cigarettes After Sex - Heavenly,259270219,331498
HARDY - ONE BEER,258456827,173318
Dayglow - Hot Rod,258182204,113498
"King Von - Crazy Story, Pt. 3",258164373,281504
James TW - You & Me,258093163,49735
Logic - Keanu Reeves,257151759,28098
Dominic Fike - Phone Numbers,256663241,185153
Ed Sheeran - Antisocial,256519498,40734
Zedd - Good Thing,256402476,43004
21 Savage - Immortal,256080013,126309
James Bay - Peer Pressure,255854894,49949
Luke Bryan - Knockin' Boots,254925083,131551
Marília Mendonça - Bebi Liguei,254013937,60411
NLE Choppa - Shotta Flow,253796499,68450
Calibre 50 - Simplemente Gracias,253732742,107521
ilyTOMMY - Forever,252389138,193389
Nea - Some Say,251612204,71991
Polo G - Heartless,250541790,80056
Harry Styles - To Be So Lonely,250500739,60527
Tom Petty - Runnin' Down A Dream,249899107,133445
PARTYNEXTDOOR - LOYAL,249642472,59569
Luke Combs - Even Though I'm Leaving,248886954,118209
MAX - Love Me Less,248719406,28050
Ninho - La vie qu'on mène,248287796,131776
Thomas Rhett - Look What God Gave Her,245990864,72485
Hindia - Evaluasi,245212574,245798
Khalid - Up All Night,245174074,19817
Lil Nas X - Panini,245020442,24900
Rich Music LTD - Porno,244645109,211367
Manuel Turizo - Te Quemaste,244594862,57997
Doja Cat - Cyber Sex,244475837,84585
Summer Walker - Come Thru,244258648,96525
K-391 - Play,242897210,112365
Zedd - 365,242647036,41109
Billie Eilish - goodbye,242419157,97645
Marília Mendonça - Ciumeira,242263060,57122
Galantis - Bones,241711913,29043
Martin Jensen - Nobody,241327730,23316
AJ Tracey - Ladbroke Grove,240737778,82346
Ashnikko - STUPID,239685684,62705
Khalid - Outta My Head,239571744,58770
OFFICIAL HIGE DANDISM - Pretender,239256129,93931
Brent Faiyaz - Rehab (Winter In Paris),239227724,196713
Lil Peep - I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),238982259,33075
ITZY - DALLA DALLA,238727725,82423
Noah Cyrus - July,238507065,178534
Jaden - Summertime In Paris,238360250,49777
Mahmood - Soldi,238326017,69487
Sabrina Carpenter - Looking at Me,238200232,375688
Hindia - Rumah Ke Rumah,237976275,380657
Freya Ridings - Castles,237782859,50126
Maluma - No Se Me Quita,237741271,47305
Grupo Marca Registrada - El Doctor,237480880,113739
El Fantasma - El Circo,237155974,203848
Henrique & Juliano - Briga Feia,236303505,146534
"Quality Control - Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",235882341,97341
La Adictiva - El Amor de Mi Vida,235128745,181722
Mike Bahía - Detente,234548009,77650
Danna Paola - Oye Pablo,234457203,50917
Juju - Vermissen,234357905,81593
Trippie Redd - Who Needs Love,234338256,85371
Lykke Li - sex money feelings die,233867271,72255
NAV - Tap,233849745,22602
Matheus & Kauan - Vou Ter Que Superar,233661288,126074
Post Malone - A Thousand Bad Times,233361045,54172
"Tyler, The Creator - RUNNING OUT OF TIME",232781203,227760
WOS - CANGURO,232594717,72204
Mark Ronson - Find U Again,232530002,17530
Pritam - Khairiyat,232327236,171266
"Bizarrap - Nicki Nicole: Bzrp Music Sessions, Vol. 13",232155667,102506
BTS - Jamais Vu,232055917,53337
Ed Sheeran - Remember The Name,232023202,70705
Mau y Ricky - La Boca,230819052,22294
Dermot Kennedy - Giants,230540374,43262
Gabby Barrett - The Good Ones,230430063,143222
Labrinth - When I R.I.P.,230206346,84021
Lizzo - Boys,229899585,64104
Luíza & Maurílio - S de Saudade,229802630,77958
XXXTENTACION - Ex Bitch,229787823,102392
Taylor Swift - False God,229076007,148494
ILLENIUM - Good Things Fall Apart,228877446,64508
AJR - 100 Bad Days,228829580,66826
Noriel - Cuerpo en Venta,228780264,49209
GIULIA BE - menina solta,228700921,60491
Maggie Rogers - Light On,228491896,75923
Stephanie Poetri - I Love You 3000,227935398,107019
Bryce Vine - La La Land,227817887,44109
Jonas Esticado - Investe Em Mim,227675305,19950
J Balvin - COMO UN BEBÉ,227450545,89707
Bebe Rexha - Last Hurrah,226751071,26368
KEVVO - 105 F Remix,226410284,123130
Travis Scott - HIGHEST IN THE ROOM,226261880,42477
Heuss L'enfoiré - Moulaga,226178252,139617
Coldplay - Orphans,226055488,71096
Khalid - My Bad,225899260,22945
Hindia - Secukupnya,225383491,195658
Sofía Reyes - R.I.P.,225156824,32348
Roddy Ricch - Start Wit Me,224973237,40106
Gusttavo Lima - A Gente Fez Amor,224680987,16666
DaBaby - Goin Baby,224189701,26305
Maren Morris - The Bones,222830749,54965
Dilsinho - Péssimo Negócio (Ao Vivo),222779263,91635
Foster The People - Imagination,222640627,96854
H.E.R. - Slide,222485718,48480
Cartel De Santa - Burbujas de Cristal,222298832,187953
Matuê - Kenny G,221035372,102514
Tropkillaz - Bola Rebola,220933826,51049
Ed Sheeran - Take Me Back to London,220460549,48402
Reik - Aleluya,220001348,69758
Noah Kahan - False Confidence,219540525,191399
Dean Lewis - 7 Minutes,218875899,40248
"Vishal-Shekhar - Ghungroo (From ""War"")",218865645,151263
Lana Del Rey - Mariners Apartment Complex,218810545,127491
IV Of Spades - Come Inside Of My Heart,218371706,185858
Edwin Luna y La Trakalosa de Monterrey - Fíjate Que Sí,216444039,82492
Wallows - Remember When,216294052,172822
Maluma - Qué Pena,215838723,23540
Natanael Cano - El de La Codeina,215832754,262437
Jorge & Mateus - Tijolão,215140983,40367
Paulo Londra - Forever Alone,214744013,64559
DaBaby - Baby Sitter,214536110,23139
Camilo - No Te Vayas,214515739,33710
Post Malone - I'm Gonna Be,212757284,50468
Pitbull - No Lo Trates,212517498,39630
Felix Jaehn - Close Your Eyes,212494243,40791
TINI - Oye,212084156,101137
Josh A - Pain,211760583,55609
Martin Garrix - No Sleep,211628606,26806
Harry Styles - Canyon Moon,211453901,59411
Hozier - Would That I,211115503,343966
Brent Faiyaz - Fuck The World (Summer in London),211097836,81379
Lana Del Rey - Fuck it I love you,210912138,98338
Polo G - Finer Things,210827084,60351
Matheus & Kauan - Quarta Cadeira,210743534,100436
PNL - Au DD,210714318,57432
December Avenue - Kung 'Di Rin Lang Ikaw,210708059,67702
BONES - AirplaneMode,210258682,192257
Jonas Brothers - Cool,209817955,37540
Lil Dicky - Earth,209705269,32929
Morat - A Dónde Vamos,209357836,134791
Faye Webster - Kingston,209080607,316955
Ghetto Kids - Tra Tra Tra Remix,208980580,61791
ANAVITÓRIA - Pupila,208652751,103008
Drake - Behind Barz,208605663,42651
Dreamville - Costa Rica,208591080,50426
Chance the Rapper - Hot Shower,208335662,20091
Marília Mendonça - Todo Mundo Vai Sofrer,208193043,42781
BTS - Lights,207914727,45594
Lil Tjay - Hold On,207748998,56068
Jax Jones - Harder,207653755,15007
Young T & Bugsey - Don't Rush,207479124,45000
Rich Music LTD - Perreo en La Luna,207208670,59344
"Luke Combs - 1, 2 Many",206923319,163201
John K - if we never met,206796450,46112
Residente - Bellacoso,206690784,36206
Jorge & Mateus - Cheirosa,206582696,30440
"Tyler, The Creator - A BOY IS A GUN*",206219684,132977
Dalex - Bellaquita,205631297,36672
Cordae - RNP,205290146,76267
Pk - Quando a vontade bater (Participação especial de PK Delas),204955176,67021
Daniel Caesar - CYANIDE,204891313,132021
Los Dos Carnales - Vida Ventajosa,204433497,160216
Post Malone - Staring At The Sun,204390875,66989
Rotimi - In My Bed,204164673,114291
YUNGBLUD - 11 Minutes,203925219,36635
Black Pumas - Colors,203693959,254068
Tiësto - God Is A Dancer,203138483,28590
David Guetta - Better When You're Gone,203105990,20524
PRETTYMUCH - Phases,203100239,29339
James TW - Say Love,202715525,16232
GIMS - Hola Señorita,202561486,120034
Rammstein - Ausländer,201814957,125449
Hozier - Movement,201783978,182167
Paulo Londra - Solo Pienso En Ti,201762070,71262
"Akhil Sachdeva - Tera Ban Jaunga (From ""Kabir Singh"")",201451330,202628
WOS - MELÓN VINO,201291156,98798
Luke Combs - Lovin' On You,201280721,127757
Gryffin - All You Need To Know,200930268,28031
Alejandro Sanz - Mi Persona Favorita,200610805,59075
"Sachet Tandon - Mere Sohneya (From ""Kabir Singh"")",200017892,308920
Piso 21 - Una Vida Para Recordar,199765575,44652
Melanie Martinez - High School Sweethearts,199484601,132528
Halsey - Without Me,199482422,63611
Steve Lacy - N Side,198940908,130784
Dennis Lloyd - Never Go Back,198657477,30079
Apache 207 - 200 km/h,198622285,69148
Kevin Abstract - Peach,198223508,56274
Cazzu - Nada,198072337,127673
"Bizarrap - Aleman: Bzrp Music Sessions, Vol. 15",197920376,90458
Confetti - Ghost,197843014,149085
FISHER - You Little Beauty,197627829,84364
Harry Styles - Treat People With Kindness,197316155,49096
BENEE - Glitter,197066742,45649
Orochi - Amor de Fim de Noite,196832583,139804
Sech - Solita,196270747,38848
