Artist and Title,Streams,Daily
Bad Bunny - MONACO,442813156,884742
Eladio Carrion - Coco Chanel,442235440,405980
Grupo Frontera - EL AMOR DE SU VIDA,424715656,1207415
Peggy Gou - (It Goes Like) Nanana,424554854,729058
Dua Lipa - Houdini,423103644,1854787
"Bizarrap - Peso Pluma: Bzrp Music Sessions, Vol. 55",421196731,332261
JISOO - FLOWER,419310334,434154
Fuerza Regida - HARLEY QUINN,418774076,1208864
Yahritza Y Su Esencia - Frágil,417538649,383935
AgroPlay - Nosso Quadro,409808078,261040
Calvin Harris - Miracle,405062556,604039
Olivia Rodrigo - bad idea right?,399712875,765456
KAROL G - MIENTRAS ME CURO DEL CORA,397080026,788583
KAROL G - MI EX TENÍA RAZÓN,393117857,1165067
Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault),383357775,601642
Tiësto - Lay Low,375228009,571537
Drake - IDGAF,374031029,893701
Peso Pluma - TULUM,369932902,504642
Lil Uzi Vert - Watch This,362346930,401786
Ed Sheeran - Eyes Closed,358177063,361426
Travis Scott - MY EYES,358111170,1058983
LIT killah - Los del Espacio,356783508,360286
Morgan Wallen - Thinkin’ Bout Me,354410248,1005058
Green Neon DJ - El Gordo Trae El Mando (Tik Tok Edit),350567118,1061637
V - Slow Dancing,347632137,518481
Big One - Un Finde | CROSSOVER #2,345349002,365094
TINI - Cupido,339918693,305390
Sky Rompiendo - El Cielo,334478772,443483
YOASOBI - アイドル,334229302,532017
Lewis Capaldi - Forget Me,332661364,270400
Jimin - Like Crazy (English Version),331263816,351551
Drake - Rich Baby Daddy,327761421,1181968
lusttqwe - F-ck Up Some Commas,326226252,72739
Drake - Search & Rescue,326217129,301608
Travis Scott - MELTDOWN,326001102,491353
La Factoria - Todavia,325350504,204931
DENNIS - Tá OK,320979081,300991
Lil Durk - All My Life,319802645,322544
Billie Eilish - hotline (edit),318965599,1188878
Simone Mendes - Erro Gostoso,318006038,242037
Natanael Cano - Mi Bello Angel,316233417,937541
Carin Leon - No Es Por Acá,316068483,203606
Jimin - Set Me Free Pt.2,315689789,543796
Sebastian Yatra - VAGABUNDO,314447219,576799
Laufey - From The Start,313534215,1064164
Peso Pluma - BELLAKEO,313100211,1458265
BENNETT - Vois sur ton chemin,312835012,1067742
Cartel De Santa - Shorty Party,311172089,291409
Lil Tecca - 500lbs,308825136,1012707
Junior H - Y LLORO,307642919,1524253
Anirudh Ravichander - Chaleya,306557972,600072
Alex Favela - ELOVRGA,305885557,566594
Jhayco - Holanda,302577019,445501
Myke Towers - LA FALDA,299230520,2240268
Bad Gyal - Chulo pt.2,297806980,479822
Quevedo - WANDA,297137394,267683
Doechii - What It Is (Solo Version),296857837,277106
Drake - First Person Shooter,296017368,804674
Marília Mendonça - Esqueça-Me Se For Capaz,294206852,101137
Mae Stephens - If We Ever Broke Up,293603699,242847
Travis Scott - TELEKINESIS,290141487,612116
Grupo Menos É Mais - Lapada Dela,289631921,358579
Peso Pluma - LAGUNAS,278777749,518463
Becky G - CHANEL,278435554,239918
Troye Sivan - Rush,274369271,541684
Travis Scott - K-POP,272839512,334737
(G)I-DLE - Queencard,272541420,374572
Israel & Rodolffo - Seu Brilho Sumiu,272019986,149621
Jasleen Royal - Heeriye,271519052,478396
Tate McRae - exes,269314416,1038640
Guilherme & Benuto - Duas Três,268446667,198959
Grupo Marca Registrada - Di Que Sí,264819086,269063
Ryan Castro - QUEMA,263295291,857064
Taylor Swift - Enchanted (Taylor's Version),263267688,446604
"Boy Wonder CF - 0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",261824830,181639
Agust D - Haegeum,261541939,525663
Rauw Alejandro - DILUVIO,261101939,1065408
Zé Neto & Cristiano - Oi Balde,261075953,207197
Olivia Rodrigo - get him back!,260705427,591081
Darell - Lollipop,259455148,533195
Daniel Caesar - Always,258630632,544320
Jere Klein - ANDO,256240640,984844
Labrinth - Never Felt So Alone,255311109,512854
Shubh - Cheques,255114652,442812
Rauw Alejandro - BABY HELLO,254259972,348652
IVE - I AM,253056430,348174
Taylor Swift - Now That We Don't Talk (Taylor's Version) (From The Vault),251830837,450026
BTS - Take Two,250169303,194977
Henrique & Juliano - Traumatizei,249512629,192762
Xavi - Poco A Poco,248601015,832078
Eden Muñoz - Abcdario,247979725,340862
Anuel AA - Mas Rica Que Ayer,247743521,216280
"Taylor Swift - ""Slut!"" (Taylor's Version) (From The Vault)",247054836,449507
Veigh - Novo Balanço,246180019,233698
Junior H - El Tsurito,246024376,263873
Peso Pluma - LUNA,245291698,529581
ENHYPEN - Bite Me,244782045,451171
P!nk - TRUSTFALL,244662488,277546
LE SSERAFIM - Perfect Night,243701473,850414
Peso Pluma - LAS MORRAS,242795573,281312
Creeds - Push Up,240671450,734801
Peso Pluma - BYE,240380041,284470
Bad Bunny - UN PREVIEW,239974220,400439
Colbie Caillat - Try,239834936,64889
V - Rainy Days,239018603,323735
Taylor Swift - I Can See You (Taylor’s Version) (From The Vault),236944552,209366
Olivia Rodrigo - Can’t Catch Me Now,236283761,564583
Peso Pluma - LA PEOPLE,236273748,678495
Maria Becerra - CORAZÓN VACÍO,236193863,627940
Noah Kahan - Dial Drunk,234889556,819734
Matheus & Kauan - Não Vitalício (Nunca Mais),232562717,125335
Chino Pacas - Dijeron Que No La Iba Lograr,231014664,251143
Lewis Capaldi - Wish You The Best,230232184,378798
NewJeans - New Jeans,230172377,517268
"Metro Boomin - Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",229968759,373333
KAROL G - S91,228193375,341863
Feid - Niña Bonita,227495642,258714
Alfredo Olivas - Yo Todo Lo Doy,227007790,336259
El Alfa - 4K,226828480,342147
Peso Pluma - RUBICON,226086073,485189
Shakira - Acróstico,223926292,181978
"Metro Boomin - Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da",223650244,251956
SAIKO - POLARIS,223543652,281896
Don Toliver - Private Landing,223134429,584131
Niall Horan - Heaven,220450466,220147
Gabito Ballesteros - LOU LOU,220178941,532490
SUICIDAL-IDOL - ecstacy (slowed),219965738,549076
Peso Pluma - NUEVA VIDA,219881517,849438
Junior H - ROCKSTAR,219516716,1475132
Bibi Babydoll - Automotivo Bibi Fogosa,219337777,546562
Kaliii - Area Codes,218538264,281311
Flo Milli - Never Lose Me,218329874,1116482
Nadhif Basalamah - penjaga hati,217031267,694630
Måneskin - GOSSIP,216381046,442513
Aziz Hedra - Somebody's Pleasure,215207912,386418
Zé Neto & Cristiano - Barulho Do Foguete,214480327,601012
Morgan Wallen - Cowgirls,213732312,892719
Apache 207 - Komet,213378709,190588
NewJeans - ETA,213087094,481844
Udo Lindenberg - Komet,212997533,189219
Paul Russell - Lil Boo Thang,212670221,680228
Charli XCX - Speed Drive (From Barbie The Album),212464130,239184
MC Kevin o Chris - Faz um Vuk Vuk (Teto Espelhado),212447341,241817
Ghea Indrawari - Jiwa Yang Bersedih,212180760,335937
Ice Spice - Princess Diana,212001690,221285
TAEYANG - VIBE,211414654,153492
LE SSERAFIM - UNFORGIVEN,210297984,306247
Bellakath - Reggaeton Champagne,209918788,405051
Bad Bunny - FINA,209528679,502812
"Sachin-Jigar - Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",209228498,309884
The Kid LAROI - LOVE AGAIN,209056690,158982
Odetari - GOOD LOYAL THOTS,208130036,331281
Olivia Rodrigo - all-american bitch,207351167,537928
Emilia - No_Se_Ve.mp3,207175644,250279
Bailey Zimmerman - Religiously,206961920,434204
FIFTY FIFTY - Cupid,206370964,135769
Calvin Harris - Desire,205959210,575672
Big One - En La Intimidad | CROSSOVER #1,204501112,135624
Grupo Frontera - OJITOS ROJOS,204475944,405003
Rels B - lo que hay x aquí,202267248,469417
Guilherme & Benuto - Manda um Oi,201158905,191138
Purple Disco Machine - Substitution,201101161,478595
Young Miko - Lisa,200818520,294269
Ana Castela - Solteiro Forçado,200152911,192088
Grupo Firme - Qué Onda Perdida,200103501,282740
ZWE1HVNDXR - LOVELY BASTARDS,199745098,514767
Troye Sivan - One Of Your Girls,198770841,556199
Taylor Swift - You’re Losing Me (From The Vault),198474900,443751
Pritam - Tere Pyaar Mein,198211179,290985
Peso Pluma - BIPOLAR,197835705,612328
SEVENTEEN - Super,197722774,270856
Vishal Mishra - Pehle Bhi Main,197221406,967708
AUR - Tu hai kahan,196342700,510912
Stray Kids - S-Class,196011119,265335
Gustavo Mioto - Quando Apaga A Luz,194872396,90919
KAROL G - PERO TÚ,194844192,434419
KAROL G - OKI DOKI,194784729,724228
Michelle Maciel - CCC,194536275,306349
Brray - Corazón Roto,194453921,204748
Oliver Anthony Music - Rich Men North of Richmond,193685595,533886
Miley Cyrus - Used To Be Young,192997475,344456
Gusttavo Lima - Canudinho,192918266,385952
Natanael Cano - O Me Voy O Te Vas,192747592,768980
Gorillaz - Tormenta,192696853,104662
Selena Gomez - Single Soon,192639538,323294
Darshan Raval - Mahiye Jinna Sohna,192150577,350311
Drake - Slime You Out,191233746,296670
Atif Aslam - Tera Hone Laga Hoon,191175684,308853
"Metro Boomin - Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",189548310,245277
Alfredo Olivas - Vete,189070322,525342
Taylor Swift - Style (Taylor's Version),189005170,441732
Gunna - Who You Foolin,188705702,156898
Eugenio Esquivel - Alucin,188634922,521173
Morgan Wallen - Ain’t That Some,187312617,451492
Zach Bryan - Hey Driver,187301194,702698
Natanael Cano - Pacas De Billetes,187144923,280147
Madhur Sharma - Kali Kali Zulfon Ke (Lo-Fi),186828291,156550
jxdn - ANGELS & DEMONS,186812361,48796
K y B - Sigue,186484935,289895
Christian Nodal - Por el Resto de Tu Vida,185734687,429178
Ice Spice - In Ha Mood,185510024,126010
Mc Livinho - Novidade na Área,184861977,141474
Rockwell - Somebody's Watching Me,184687879,35058
Eladio Carrion - Si La Calle Llama,184222622,142304
Taylor Swift - Back To December (Taylor's Version),183592175,197292
Peso Pluma - ROSA PASTEL,183067319,219006
Odetari - GMFU (w/ 6arelyhuman),182072673,398598
Linkin Park - Lost,181410322,181682
Ofenbach - Overdrive,181076354,1268102
Shubh - One Love,181036135,485065
Ke Personajes - Pobre Corazón,180381051,151453
Unknown Mortal Orchestra - So Good at Being in Trouble,180176374,48078
Luan Santana - MEIO TERMO,180028082,138519
Taylor Swift - Hits Different,179816245,157835
j-hope - on the street,179262541,99394
Shubh - Still Rollin,179171632,272761
Dance Fruits Music - Calabria,179078136,49248
Alberto Vazquez - Maracas,179037175,107636
Feid - REMIX EXCLUSIVO,178292973,171672
Tory Lanez - Hurts Me,178119608,615005
TWICE - MOONLIGHT SUNRISE,177853301,153650
Ava Max - Maybe You’re The Problem,177543011,106192
Toosii - Favorite Song,177397616,190221
Ice Spice - Deli,177384914,345925
"Pritam - O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",177124674,193718
"Arijit Singh - Satranga (From ""ANIMAL"")",177030918,722347
Miguel - Sure Thing,176842556,107425
Taylor Swift - Snow On The Beach,176234859,202721
Mora - REINA,175951393,272201
Travis Scott - TOPIA TWINS,175332728,553010
The Weeknd - Double Fantasy,173894248,171826
Bizarrap - Fruto,173760795,377998
Soolking - Casanova,173214899,380934
Odetari - LOOK DON'T TOUCH (w/ cade clair),173012906,246265
Agust D - People Pt.2,172157875,165271
Odetari - NARCISSISTIC PERSONALITY DISORDER,172151406,235161
Nicki Nicole - DISPARA ***,172075359,244167
Código FN - Mood Malandro,171299361,336786
Lost Frequencies - Back To You,170966477,290069
TOMORROW X TOGETHER - Sugar Rush Ride,170697377,157423
6YNTHMANE - BRAZILIAN DANÇA PHONK,169756506,345900
Prabh Singh - 9:45,169742939,443117
KayBlack - Melhor Só,169051308,190473
Hozier - Eat Your Young,168769904,383904
Henry Moodie - drunk text,168735662,1281183
KAROL G - UNA NOCHE EN MEDELLÍN,168703011,580407
"Bizarrap - Milo J: Bzrp Music Sessions, Vol. 57",168390338,322896
Miley Cyrus - Jaded,167859199,144927
Luan Pereira - DENTRO DA HILUX,167786194,240152
Xavi - Modo DND,166087899,519564
Olivia Rodrigo - the grudge,166073465,387106
Maluma - COCO LOCO,165970413,201493
Taylor Swift - Say Don't Go (Taylor's Version) (From The Vault),165946479,259753
Alfredo Olivas - No,165409932,280879
"Bizarrap - Rauw Alejandro: Bzrp Music Sessions, Vol. 56",165360150,136492
Eslabon Armado - Así Lo Quiso Dios,164949779,179961
JENNIE - You & Me,164856540,438640
sped up 8282 - Cupid,164532869,143407
Taylor Swift - Mine (Taylor's Version),164493596,207649
"LE SSERAFIM - Eve, Psyche & The Bluebeard’s wife",164079513,284427
Zé Neto & Cristiano - Um Mês E Pouco,163549502,296332
Vulgo FK - Ballena,163248445,258704
Morgan Wallen - Everything I Love,161681155,220498
El Jordan 23 - Cabaña,160884634,429340
ROSALÍA - LLYLM,160476498,73909
Lil Mabu - MATHEMATICAL DISRESPECT,159868624,149479
Felipe Amorim - Toca o Trompete,159556021,137904
Metro Boomin - Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),159445526,208439
TINI - Muñecas,159169926,81864
Artemas - if u think i'm pretty,159007720,1964044
Fuerza Regida - CRAZYZ,158707366,867444
King Gnu - SPECIALZ,158675340,441195
Tito Double P - DEMBOW BÉLICO,157570547,239026
Olivia Rodrigo - lacy,157378589,463420
Connor Price - Spinnin,157258049,174767
Emilia - La_Original.mp3,156870103,565085
Mora - DONDE SE APRENDE A QUERER?,156733848,332292
Taylor Swift - Blank Space (Taylor's Version),156727569,370113
Peso Pluma - GAVILÁN II,156491766,374138
1nonly - Step Back!,156444018,216355
Tatsuya Kitani - 青のすみか,156365260,378039
NF - HOPE,155193316,204839
Oscar Maydon - Skin de Bandida,154848363,435767
Anuel AA - OA,154475459,696341
Luke Combs - Love You Anyway,154364156,235014
Alessandra - Queen of Kings,154311828,138384
Manu - Daqui pra Sempre,154008066,443310
Anuv Jain - Husn,153138544,697257
aespa - Drama,153108288,659212
Drake - Virginia Beach,152948097,329235
Clayton & Romário - Namorando Ou Não,152911538,71329
NewJeans - Cool With You,152671915,298006
Zé Neto & Cristiano - Pátio do Posto,152665458,227416
Morgan Wallen - Man Made A Bar,152547209,414297
Chris Brown - Angel Numbers / Ten Toes,152517355,655628
Manuel Turizo - DE LUNES A LUNES,152431355,548869
Mrs. GREEN APPLE - ダンスホール,152294768,240715
Matuê - Conexões de Máfia,151731487,174505
Måneskin - BABY SAID,151594712,304951
Post Malone - Mourning,151173303,214456
Sam Barber - Straight and Narrow,151112443,432473
Nicki Minaj - FTCU,150836159,520541
Atif Aslam - Tu Jaane Na,150623257,227668
Carin Leon - Ni Me Debes Ni Te Debo,150297440,362642
VØJ - Memory Reboot,150176793,412919
Kordhell - SCOPIN,149693870,184106
AP Dhillon - With You,149491305,257118
TAEYANG - Shoong!,149490769,147328
Jelly Roll - Need A Favor,149104682,369221
Travis Scott - THANK GOD,148878620,300775
Bad Bunny - HIBIKI,148188376,379459
Chance Peña - i am not who i was,147945858,926665
Pritam - Pyaar Hota Kayi Baar Hai,147042809,181277
Simone Mendes - Dois Fugitivos,146995258,350928
Bobby Pulido - Se Murió De Amor,146917185,144059
Niklas Dee - Not Fair,146862452,415105
anees - sun and moon,146831780,135001
Jung Kook - Yes or No,146658203,507137
"Mc Pedrinho - Gol Bolinha, Gol Quadrado 2",146317967,114732
Odetari - I LOVE YOU HOE (w/ 9lives),146230746,300788
Lola Indigo - EL TONTO,145931411,136430
Luan Pereira - ELA PIROU NA DODGE RAM,145801791,73306
Kanii - I Know,145705622,163123
Davido - UNAVAILABLE,144856579,262454
Naiara Azevedo - Palhaça,144540493,106048
KayBlack - Segredo,143976349,238337
Tropa do Bruxo - Baile do Bruxo,143646582,242448
Nicki Minaj - Red Ruby Da Sleeze,143550760,120314
Sam Smith - I'm Not Here To Make Friends,143527712,94198
Natanael Cano - Como Es Arriba Es Abajo,143336393,384252
Dermot Kennedy - Kiss Me,143047135,147088
Natanael Cano - Mas Altas Que Bajadas,142931519,328522
"Bizarrap - Arcángel: Bzrp Music Sessions, Vol. 54",142873575,97224
Gusttavo Lima - Saudade da Minha Vida,142812072,61737
Lah Pat - Rodeo (Remix),142777265,359347
Nicki Nicole - qué le pasa conmigo?,142663891,249994
Peso Pluma - Rompe La Dompe,142655633,585105
Hugo & Guilherme - Mágica,142517008,87847
Dylan Gossett - Coal,142463088,617853
El Alfa - PLEBADA,141978500,156206
Olivia Rodrigo - love is embarrassing,141781732,452063
Lewis Capaldi - Pointless,141702147,111533
Vilen - Chidiya,141045984,90046
Rauw Alejandro - RON COLA,140746206,68325
Rauw Alejandro - PANTIES Y BRASIERES,140639819,118921
Shakira - Copa Vacía,140339550,178035
Peso Pluma - VVS,139782047,184014
Dominic Fike - Mona Lisa,138955697,214209
IVE - Kitsch,138745774,169847
TINI - La Loto,138600517,49955
Tiago PZK - Me Enteré,138032573,209561
Jazzy - Giving Me,137868357,238861
Zach Bryan - Tourniquet,137861877,467851
Jessie Murph - Pray,137837206,130416
Feid - BUBALU,137659789,376840
Julión Álvarez y su Norteño Banda - Regalo De Dios,137615919,1380025
Peso Pluma - CARNAL,137566726,251629
MC Caverinha - Cartão Black,137557341,130596
Luke Combs - Where the Wild Things Are,137499546,1126245
Guilherme & Benuto - Esse B.O é Meu,137483194,40593
Burna Boy - City Boys,137422606,335005
R3HAB - Rock My Body,136981534,421594
Conjunto Rienda Real - Sobran Motivos,136438615,192871
BUNT. - Clouds,136391704,305615
Kany García - Te Lo Agradezco,136098695,539156
J Hus - Who Told You,135819148,142323
Memphis Cult - 9mm,135621293,536870
Anirudh Ravichander - Naa Ready,135211816,151859
Gunna - Baby Birkin,135063341,24015
Green Neon DJ - Puta Mexicana (Tik Tok Edit),134688527,243664
YOASOBI - 祝福,134230952,134528
Anirudh Ravichander - Hukum,134031551,198428
Dimitri Vegas & Like Mike - Thank You (Not So Bad),134008543,1133640
Käärijä - Cha Cha Cha,133896119,85190
"Tyler, The Creator - DOGTOOTH",133888220,174366
Stray Kids - LALALALA,133863410,458585
Veigh - Engana Dizendo Que Ama,133805820,171410
League of Legends - GODS,133689560,322513
Chris Stapleton - White Horse,133446871,472906
Nadin Amizah - Rayuan Perempuan Gila,133443147,247713
Isabel LaRosa - older,132966423,843988
Luan Pereira - MOLETOM,132935555,187220
Milo j - M.A.I,132688450,934100
The Kolors - ITALODISCO,132419984,191430
Kali Uchis - I Wish you Roses,132223268,155222
SativaMusic - Seya,131890153,648801
Olivia Rodrigo - making the bed,131849236,285255
Morgan Wallen - I Wrote The Book,131804825,175269
Tyler Hubbard - Dancin’ In The Country,131669977,183512
Zach Bryan - Spotless,131611260,524326
Alta Consigna - Culpable Tú,131600276,110120
Duelo - Malabares,131576262,105305
Karan Aujla - Softly,131470531,345253
Dei V - Narcotics,131415233,462186
Iniko - Jericho,131380654,171963
Ski Aggu - Friesenjung,130771043,151063
Pritam - Zara Sa,130538146,182570
The Kid LAROI - TOO MUCH,130412472,166853
Kylie Minogue - Padam Padam,130380187,350563
KayBlack - Preferida,130213706,208227
Miley Cyrus - River,130191200,63284
Ice Spice - Munch (Feelin’ U),129883749,86049
Young Miko - wiggy,129700020,196626
Bad Bunny - SEDA,129534787,259877
Nicki Nicole - 8 AM,129139536,168883
Jimin - Closer Than This,129077338,364170
Travis Scott - HYAENA,128954204,189575
Aan Story - Trauma,128772859,151111
CURSEDEVIL - TUCA DONKA,128251532,687669
Jessie Murph - Wild Ones,128133709,745404
Peter Fox - Zukunft Pink,127893318,70407
Julión Álvarez y su Norteño Banda - Lo Tienes Todo,127285312,1028895
Sadie Jean - Locksmith,126806224,218922
Switch Disco - REACT,126801873,221030
sapientdream - Past Lives,126651516,320281
Semicenk - Pişman Değilim,126480289,163141
AYLIVA - Sie weiß,126406550,85459
David Guetta - When We Were Young (The Logical Song),126390372,682930
d4vd - Sleep Well,126066041,308101
Victor Thompson - THIS YEAR (Blessings),125546260,185934
Brray - Corazón Roto pt. 3,125470955,324375
Bad Bunny - NO ME QUIERO CASAR,125376791,461664
juju<3 - Wasted Summers,125226008,414393
KAROL G - MAÑANA SERÁ BONITO,125109490,210404
Jorge & Mateus - Logo Eu,124536280,156023
Miksu / Macloud - Nachts wach,124019498,81531
Doble ONE Flow Letal - Mi Kryptonita,123771124,439243
BLOK3 - AFFETMEM,123213685,127617
Grupo Frontera - LE VA DOLER,122605132,199277
Felipe Amorim - Fode Bem,122554136,94713
Lauana Prado - Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,122292811,484879
Jimin - Face-off,122279203,162150
OneRepublic - West Coast,122272456,67294
Lil Durk - Stand By Me,122180447,228431
Taylor Swift - Long Live (Taylor's Version),122099710,204804
Taylor Swift - Out Of The Woods (Taylor's Version),122035604,227898
Britney Manson - FΛSHION,121980681,438874
Morgan Wallen - Don't Think Jesus,121454336,72381
Louis Armstrong - Summertime,121437613,46104
Post Malone - Overdrive,121432623,198326
Hailee Steinfeld - Coast,121380836,67547
aespa - Spicy,121100513,203922
TRASHXRL - Sequência da Dz7,120896529,369764
Olivia Rodrigo - ballad of a homeschooled girl,120854956,272855
Paris Paloma - labour,120840321,312168
Gabito Ballesteros - A Puro Dolor,120719401,501338
Ryan Gosling - I'm Just Ken (From Barbie The Album),120587221,137791
Zack Tabudlo - Gusto,120586025,181052
TOMORROW X TOGETHER - Tinnitus (Wanna be a rock),120566416,132394
Belle Kaffer - Não Para,120435463,83477
Olivia Rodrigo - logical,120427425,242449
Tiziano Ferro - Tardes negras (2023 Remastered),120116938,65662
Finesse - Gelosa,120002322,82991
Doja Cat - Attention,120000368,114640
Michelle Maciel - CCC,119796081,228441
Slowboy - Brazilian Phonk Mano,119759742,102210
Oscar Maydon - Elvira,119751025,1067444
XG - SHOOTING STAR,119361553,104018
Travis Scott - TIL FURTHER NOTICE,119184877,329234
Ana Castela - Tô Voltando,119139142,164738
Fuerza Regida - EXCESOS,118931036,532403
glichery - Sea Of Problems,118799700,206973
Taylor Swift - Better Than Revenge (Taylor's Version),118688783,128700
NF - HAPPY,118582193,191317
Maluma - Junio,118479451,44738
Teya Dora - Džanum,118439861,138781
Kany García - La Siguiente,118353954,144491
Duelo - Sentimientos De Cartón,118050622,105321
Lil Uzi Vert - Flooded The Face,117922273,148552
KAROL G - GATITA GANGSTER,117573603,377871
JISOO - All Eyes On Me,117487652,141696
PEDRO SAMPAIO - POCPOC,117071120,589816
Calle 24 - Apaga El Cel,116766619,732996
"Sergio Vega ""El Shaka"" - Quién Es Usted",116701989,115667
Gaby Music - No Te Quieren Conmigo,116600621,439988
Shakira - El Jefe,116581199,178482
Jere Klein - X ESO BB,116528387,195642
Drake - Gently,116484654,183756
Russell Dickerson - She Likes It,116225601,52662
boygenius - Not Strong Enough,116026885,251970
Boy Wonder CF - Nunca Me Amo,115875842,107358
S3BZS - MONTAGEM,115788200,1318282
Jassa Dhillon - SPAIN,115639650,116043
Juan Magán - Verano Azul,115427720,71596
Ana Mena - LAS 12,115327766,76660
Marnik - Boyz In Paris,115274257,472631
Morgan Wallen - ’98 Braves,115175923,167750
Andmesh - Andaikan Kau Datang,115061678,87437
Intocable - Alguien Te Va A Hacer Llorar,114620786,68380
Zara Larsson - On My Love,114611057,339343
Hypaton - Be My Lover,114578297,407321
That Mexican OT - Johnny Dang,114535601,296134
Hilltop Hoods - Cosby Sweater,114460566,42977
Liberación - Cómo Estás Tú,114364920,93394
Manan Bhardwaj - Arjan Vailly,114117315,228089
KAROL G - TUS GAFITAS,114063688,149776
SZA - Kill Bill,113739267,46555
KAROL G - GUCCI LOS PAÑOS,113636664,230596
"Anirudh Ravichander - Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",113621905,85123
Taylor Swift - Sparks Fly (Taylor’s Version),113150147,130752
Henrique & Juliano - Devia Ser Proibido,113134069,255646
Brent Faiyaz - Best Time,112941563,829807
Shania Twain - From This Moment On,112934710,64402
Tom Odell - Black Friday,112599578,334244
Lost Frequencies - The Feeling,112495788,360803
Mimi Webb - House On Fire,112487823,42912
Cardenales De Nuevo León - Quiero Que Sepas,112165170,63793
TWICE - SET ME FREE,111974941,129025
Fuerza Regida - UNA CERVEZA,111652436,1198692
Atif Aslam - Pehli Nazar Mein,111487589,173812
Ingrid Andress - Wishful Drinking,111032104,34930
Troye Sivan - Got Me Started,110987070,337791
Hugo & Guilherme - Elevador,110658702,173873
DEMI - homebdy,110420091,304724
Bad Bunny - BABY NUEVA,110216085,218335
